,message,cyberbullying
3391,tam bir orospu çocuğusun onu anlamadiktan sonra dinliyorsunki geber amq ,1
3392,güçlü karar mekanizmasına sahip birer bilgisayar gibiyiz beynimiz düşüncelerimizden komutlar alıyor ,0
3393,kariniza sevgilinize makyaj yaptirmiyorsunuz sonra full makyaj süslü püslü kadınlarla aldatiyorsunuz vla ben bir ,0
3394,hepinizden nefret ediyorum paçavraucubeaşifteşerefsizin önde gidenleri fotoğrafı ,1
3395,yarışmacı ülkelerden oylama ,0
3396,fenası aşifte olacaksın ,1
3397,görüş sonrası sizlerle önemli şeyler paylaşcam ,0
3398,ayrıca unvanı üniversitelerin vermesi halinde üak ta başarılı bulunan adaylar doçent kadrosu buluncaya kadar unvanın verdi ,0
3399,tudoristifa buraya kadarmış beyinsiz tudor artık siktir olup gidebilirsin ,1
3400,hemen simdi tudor denen orsu evladini kovmayan yönetimin amq bize oturup kahpe kari sakiz çiğneyen teknik adam lazim degil ,1
3401,elif yokluğumu fırsat bilen ibne geldiğim zaman ağzına özel olarak sıçacağım ,1
3402,profesör poz verin dedi sonuç geleceğin öğretmenlerine merhaba deyin ,0
3403,yine bir andaval turnikeden geçmeyi beceremediği tramvayı kaçırdık saniyeyle falan gel ülkede yaşa ,1
3404,kendine yakışır şekilde hakkıyla ses çıkaran bir duruştur ,0
3405,yalan uydurmak iftira atmak kendi yaptığı arzızlığı karşı taraf yapmış göstermek alçak zihniyetin yol haritasıdır ,1
3406,erkeklerin büyük çoğunluğu instagramdan dm atıp tanışıp takılacaklarını sanacak kadar ultra gerizeka mal zavallılar ,1
3407,abi aleksi bi foto sahnesinde bi nezarette umumhane dedialeksi senin ben ağzına sne kadın düşkünü çıktın ,1
3408,gerizeka insanlar acayip mutlu aq imreniyorum ,1
3409,bi duruşu var ,0
3410,şişko yanaklarımı yoketme hilesi neydi acil söylesiin ,0
3411,fizikçi geldi işte fenerliler yine iyiler falan dedi aziz yıldırım geliyormuş falan abi azizi yıldırım ,0
3412,seni bize veren allaha şükür sonra doğuran güzel nene dua ediyorum iyi varsın ,0
3413,hanımcı pezevenk ,1
3414,içine girmiş karının pislik ,1
3415,müzik eşliğinde ulaşı bekliyorum ,0
3416,hshshshddhdh gerizeka ,1
3417,anani sikerim goskel sampiyon olamayacaksin oruspu cocugu simarik kahpe cocugu ,1
3418,ben seni seviyorum ,0
3419,puşt deyince aklına geldi sizce ,1
3420,takipçilerimin erkek profil köy kıraathanesine döndü biraz sanat sepet falan filan paylaşımı yapacağım artık ,0
3421,ben kitap okurum deli derler saatmi okumanın ati yoklakin akla giren saatler şarkılarirler gece yazılmış ,0
3422,kes lan konsomatris suratlı ,1
3423,elli bin kadın çocuk fenerbahçe taraftarına güzel glerinden birini armağan ediyor ,0
3424,kızışmış pılımızı pırtımızı toplayıp gidelim iyisi ,1
3425,bundan sana tasası sanamı düştü dalyaprak zirzop ,1
3426,hay allah senin çenesini kapatsın artık kadar angut bir adam olamaz ,1
3427,size spine breaker şarkı sözlerini bırakıyorum ,0
3428,dördüncü gün kanka sevgili yaptım kendime ,0
3429,ulen dakika döndünüz eskiden katil dediğiniz şimdi kurtariciniz kadar dönek olmayın ,1
3430,kalk siktir git okulunu oku amk ,1
3431,sıcak makyaj dakika sonra akacak ,0
3432,günaydın seksi karımın potansiyel sikicileri hayattan zevk almasını bilen benim gavat ruhlular ,1
3433,bir kere kuzenimin düğününde alçak bir kuaförün eline düşmüştüm bana makyaj yaptı sonra düğün yerine gittik dedemin elin ,0
3434,konuşuyosun tabi gerzek eey almanya hadi utancından yerin dibine gir çıkma ,1
3435,allah belanı versin mertcan senin senin gibilerin hepiniz yokolun inşlah ,1
3436,den tl ye inen bir pantalon aldım mutluyum ,0
3437,yüzümde sıfır makyaj uykulu gözlerherşeye rağmen paylaşılmaya değer bir fotoğraf ,0
3438,takımı liderken kovulan ilk gerizeka olmak üzere ,1
3439,sizdeki kürt düşmanlığı kadar yoktur embesil hamam böcekleri ,1
3440,ahlaklı hayırlısı olsun herkes ,0
3441,insanlık istese neler başarır mirim felsefesiyle olmazları oldurtan film ,0
3442,bunlar yanyana gelen dediklerini yapamaz ayyaş oturan yaş kalkar ,1
3443,mustafa çocukların başına geldiyse senin suçun cenabet bir adamsın hala rivrivriv sana fikrini sorduk ,1
3444,herkes yapıyo ben yapınca nolmu cümlesini söyleyen var gözümde direkt aptal orospu çocuğunun teki oluyo ,1
3445,birsen bugün dün yarında survivorda olması gerektiğini gün bir ispat ediyor ,0
3446,önce porto maçına bilet geldi aşırı mutluyum lan ,0
3447,gardaşim dün habertürk te proğramı izledim şerefiz aytuğ şerefsizliğin kitabını yadıproğramda ,1
3448,kendinizi bir bok zannediyorsunuz benim canımı sıkıyor ,1
3449,istanbul büyükşehir belediye meclisinde konsolide milyar tl büyükşehir bütçesini görüşerek kabul ettik ,0
3450,öyle mi kevaşe üzerinden yorum yapalım kıçındaki donun lastiği bile dolarla alınıyor büyükbaş ,1
3451,yalaka çıktınız amk gelmeyin amk ,1
3452,cüce kız tesellisi parayla yazdırdınız ,1
3453,gayri resmi mektup iyi tanıdığımız insanlara ,0
3454,parayı aldin mi ilhan dan selimtl olarak alsaydin şikeci pezevenk seni ,1
3455,amerikademokrasi vaadiyle vietnam işgalti milyon ölümilyonlarca sakata rağmen savaşı vietnam halkı kazandı ,0
3456,gerzek gerzek konuşuyorsunuz alçak ırkçı faşist aynı zamanda kışkırtıcı ,1
3457,ulan iyi olmuş ,0
3458,buna makyaj diyen maasli trlere anlatayim bir insan alnina darbe aldiginda once alni siser morarir ,0
3459,lanet olsun ben online oyun oynarken youtube instada video izlemeyin ping atıyo aq ,1
3460,kendini vazgeçilmez sananların hiçbiri şuan hayatımda değil gayet mutluyum ,0
3461,gelin adayı var baban hayrına düğün masraflarına ortakçı oluyor sorsana ,0
3462,yalaka orospu ultraslan hala tudor un yanındaysanız sizinde allah belanızı versin sucuk ekmekçi pezevenk ,1
3463,senden öğrendiğim değerler binlerce teşekkür ederim canım nem ,0
3464,tarihimizin pahalı kadrolarından birisini böyle vasat beyinsiz bir hocayla tüketemeyiz igor tudor kısa süre ,1
3465,haltercilerinki kadar tipsiz bi vücut görmedim cüce aynı ,1
3466,heyecanlı bakmıyor bir bildiğin ibrik suratlı lavuk ,1
3467,merve şirret burcu yılan olmalıyız djsbnsndksb ,1
3468,ilk bölümün ilk dakikalarında uyarmıştım ben ,0
3469,hüzün alabildiğine hüzün gece ,0
3470,bazen sadece telefon almak paran vardır ,0
3471,yil sonra mesaj atma sikerim belani ,1
3472,hayatımın uzun dönemi artık bitsin istiyorum gerçekten dayanacak gücüm kalmadı ,0
3473,yarın iki sınavım var ben ders çalışacak gücü bulamadım ,0
3474,sen domal böyle ben sikerim cnm ,1
3475,senin beynin angarya tirrek ,1
3476,cerrahpaşaduruşu başı dik onurlu saygılı bir duruştur ayrılmak istemiyoruz ,0
3477,ulan kadar lüks evde oturuyorsun birde tikisin gidip koluna casio takiyon herşeyiniz kurmaca be size ,0
3478,seninde amk ben kahpe evlatlari ingiliz piçleri soysuz pezevenk cennemde yansı it soyu ,1
3479,böyle devam et adamsın ,0
3480,fernando reges bir kraldır ,0
3481,aptal cumleler kurarak heryerden ben değilim diyerek sandin sen beni nefret ettiğim şeyler zaten ,1
3482,yemekteyiz içimde insan sevgisi olan puanım nedemek ,0
3483,ders iptallerini uyanıp evden çıktıktan sonra söylenince varya lah istemsizce bir sövüyorumulan şimdi mi söylenir andaval ,1
3484,güzel şarkı ,0
3485,hafifmeşrep erkeklerden hoşlanmıyorum erkek dediğinin fethi zor fatihi tek olmalı ,1
3486,veriler açıklandı avrupa veled zina kaynıyor ,1
3487,merve kafayı yedi hazmedemedi kaybetmeyi helal gönüllüler ,1
3488,kimmiş göt merak tim ,1
3489,merhaba bir tatlı görmek istemiyorum görüşürüz ,0
3490,bunlar hakikaten gerizeka ulan haklıysanız adalet istiyorsanız insan gider maçınızı izlersiniz ,1
3491,gerizeka doluyum ben dedi andaval okuma özürlüsü ,1
3492,bugün ksilofon ağzına kadar çikolata doldurulmuş kfc kutusu aldım harika arkilerim var mutluyum ,0
3493,boş boş konuşma lan hırbo dayanarak yalaka ilan ediyon ,1
3494,ballı kaymağım sen bir harikasın kırmızı halı sersem oscar alırsın ,0
3495,elbette rızık korkumuz yoktur ancak lah tandır bir işi ehline vermemek zulümdür hak kiminse liyakat sahibine ,0
3496,ohh şükür bulundu kuzum geçmiş olsun blisi ,0
3497,çikolata el öpmem ben ,0
3498,ben böyle hayatın amk ,1
3499,herkes mertcanin dingil oldugu noktasinda hemfikir mi ,1
3500,dersten geçebilmem yapmam gereken ödevi yine son haftaya bıraktım aptal andaval beyinsiz bi kızım ben ölmek istiyorum ,0
3501,lan sikini yalamadigin kimse kaldi mi sisko emros iyice follos oldun orospu papazenes sükür ,1
3502,sen bi gavat dürzü sün la amina godugumun yumuşagi ,1
3503,annenin amını dleyim fahişe yırtana kadar sikerim ,1
3504,kardeş ben twiti atmadan favlıyosun süpersin hayalimdeki takipçisin ,0
3505,efsane muazzam makyaj yapabilme yeteneğim var youtuber olarak yola adım atmaya karar verdim zengin olacağım zaman ,0
3506,nefeslerini kadar bosa tuketen embesil dunyanin hic bir yerinde yokkadere bak duse duse dustuler ,1
3507,clinton vakfını seviyormuş embesil orospu ,1
3508,insan yapmadığı iyiliklerden suçludur ,0
3509,slm millet bucadan yokmu sakso çektirmek isteyen genç aktif ,1
3510,ibrahim tatlıses izmirlileri uyandırmamız lazım uyuyorlar derin uykudan uyanamadılar ,0
3511,yine bir düğün varbabam sen gelmiyorsan gidelim diyorarabadayızhala kimin düğününe gittiğimizi bilmiyorum ,0
3512,yine kampüs andaval kaynıyo ,1
3513,neymiş üzerindekiler markaymış sorun değil paçoz sende ucuz durmuş ,1
3514,yaşlı kadın görünce kendini kaybediyor lavuk ,1
3515,yanliz degilde resmindeki tinto ustadi saygiyla yadediyorum ,0
3516,of gercekten amcık memeler harika yalamak sikmek isterim ,1
3517,ebeni belliyecek senin ,1
3518,survivor finali birsen yaptı tbrklr birsen ,0
3519,mutlu ak partili olana mutlu kutlu davaya gönül verene ,0
3520,dünyadaki ilginç geleneklere inanamayacaksınız ,0
3521,kız yelloz naber ,1
3522,zampara yaa ,1
3523,amcık nereli ,1
3524,çocuk gelin pedofili sayısı tavan yapmış durumda ,0
3525,benim onca şeyim senin olduğundan alakalı gerçekleşmedi bi gerçek defol cidden ,1
3526,yaw dombili komik adam ,1
3527,embesil gerizeka anlatmak istediğimi hala anlamıyosun ,1
3528,galiba demokrasi adına demokrasi düşmanlarına müsamaha ede ede kendimizi demokrasimizi yok edeceğiz korkarım ,0
3529,off beyinsiz telefonu firlaticam simdi cektim arkadas yildir omrumu yedi yonetim biktim bee paragöz pislikler ,1
3530,mutfağımız rekabetçi oldun lezzete sanat ktık isimli erasmus projemizin hareketliliği ,0
3531,bir tam bir serseri dostum ,1
3532,dediklerinin hatta misliyle sensin adi serefiz it ,1
3533,anaları aşifte çıktı iyi mi ,1
3534,darısı cezaevinde bebeğiyle beraber tutuklu diğer annelere ,0
3535,bok insanlarla muhattap olmak zorunda kalmak ,1
3536,minibüste metre bir çocuk vardı yanımda bütün yol kafama burnundan soludun neye sinirliydin bilmiyorum umarım ,0
3537,yıldız alihanın tanışmasını buldunuz yorumları alalım ,0
3538,ahmak sensin bre zındık ,1
3539,okul hafta yok mutluyum canım sıkılıyor ,0
3540,cenabet olabilir misin ,1
3541,deli tahiri iyi sen oynuyorsun harikasin adaam ,0
3542,latovlevici piçini inatla oynatan büyük maçlardaki saçma sapan oyun düzeni çıkan yavşak tudor savunun ,1
3543,sen inan yapıyorlar haberleri zaten andaval ,1
3544,dünyanın itici insanlarından olabilirsin danla bilic ,1
3545,yaa bırak ayakları hırbo işin gücün şov ,1
3546,herkes rütbesini bilecek ,0
3547,yoruma gelin sonrada sizi kullanmıyoruz izlemeyin falan farklı düşünen kitleyi memnun etmek çabanız olduğunu zaten biliyoruz ,0
3548,bazen bir kahve yudumlayıp bir şarkı açarsın susarsın şarkı senin söylemek istediğin şeyi söyler ,0
3549,araba korna çaldığı çocuk kahkaha atıyor allahım beni böyle sebeplerden güldür ,0
3550,istanbulu bitirdiniz sıra izmire mi geldidoymadınız hala paraya doğa düşmanlıüğ nedir allah aşkına ,0
3551,senin duymak istediklerini bilmem benim sana söylemek istediklerim azgın kaltak orospu benim orospu vs vs ,1
3552,amk videosunda lavuk konusuyo konuşmasa is makinesi sesi var memleketin paranormal videosu bile kalitesiz ,1
3553,ender şurada uzaylı duruyor desen adam hoşgeldi sefalar getirdi diyecek ,0
3554,siktir git lan burdan sokuk ,1
3555,iğreniyorum sizin egonuzdan cocukların sevinçlerini bitirdiniz survivor ,0
3556,sol yanın çiçekler açsın çocukeksilmedeneksiltmeden ,0
3557,yanakları şişko olan kızların mi tatlı olur ,0
3558,beyin yokki onu yapsın pis cüce ,1
3559,evet taksici cocuk sen konuşma senide sevmiyoruz sıdıkanın orda olduğu günü unutmadık ,0
3560,allah bir belanızı vermedi lanet olsun sizlere ,1
3561,yapay zeka insansı robotlar dengeyi degişti ,0
3562,şişko yanaklarımı yok etme şansım var ,0
3563,bırakın düşmanlığı ülke meselesi sebepten ötürü beşiktaş karşısında portoya başarılar diliyorum ,0
3564,bi siktir git godoş ataerkilmiş bunu varya belden bağlamalıyla dövücen jopla değil sanane amk ,1
3565,hayırlı forumlar mic drop remix freni boşal kamyon misali üzerimize doğru geliyor tehlikenin farkinda misiniz ,0
3566,geleninde gideninde amk ,1
3567,iyi sikti bizi amk çakalı ,1
3568,tabi bahane şart survivor ,0
3569,unutmayın hepimiz bir engel ,0
3570,hafifmeşrep kızların bunu dert edeceğini sanmıyorum ,1
3571,aq düne kadar instagram canlı yayınında ağlayıp intihar edicem şeklinde prim yapmaya çalışan lavuk ,1
3572,dünyada rabbime inanmayanları anlayamıyorum haşa ,0
3573,size amk ,1
3574,algıya bak beşiktaş şampiyon olmazsa seyirci azalacakmış ulan gerizeka millet kombine yenilemek sıra bekliyor angut ,1
3575,güzelsin ,0
3576,ilçelerden derslere gelmek binlerce km yol yaptılar ,0
3577,millete politikacılar atatürkün emperyalizime karşı oluşunu modernite batılaşma çabasını yanlış anlıyor ,0
3578,tudor şimdi ölmüşlerini siktimin aptal orospu çocuğunu kovmayanin kanini sikerim kaniniya aq aklim almiyo ,1
3579,adamdan bi cacık olmaz adama sorduklarında beşiktaşlıyım cevabını verince utanç duyyorum dürzü aynı kefede oldum ,1
3580,huzurlu keyifli bir gün diliyorum ,0
3581,canım maşallah güzelsin gurban olduğum ,0
3582,orospu çocuğu nazmi ardıç kumpas mağdurlarını bile cezaevinde dinleten bir kahpe ,1
3583,kafam ekmek kafa oldu dedi suratım tepsi oldu dedi sonra çikolata yemeye gitti kilo aldım dedi ,0
3584,allahsız puşt ,1
3585,çikolata kalp damar hastalıklarını felç riskini azaltıyormuş mutlu ediyor nefes alsa evlenilir vicdansızla ,0
3586,kızlar bir soracağım lütfen cevap verin keko barzo tiplerle sevgili oluyorsunuz ,1
3587,aşağılık pislikler ,1
3588,şarkı önerilerini alalım ,0
3589,gulmeyin sap mutluyum bekarlık sultanlık by yurda demlik aldık mutluyum ,0
3590,linnes varken latovlevic rodrigues varken tolga ey gerizeka ,1
3591,şerefsiz yavşak idrisin hala yüzsüz yüzsüz karısıyla nikaha gelmesi sorunsalı tahir yengeye durumu zaman açıklıycan ,1
3592,yelloz marka olsa vitrin mankeni olursun hala laga luga yapıyosun ,1
3593,hayır alakasız konularda itici bi şekilde barzo artistlendi ,1
3594,abv kahvaltı aq ,1
3595,lı yaşlarında pavyon müşteri ayartmaya çalışan konsomatris ,1
3596,amını damını siktiğimin piçi sen kimsin lan benle böyle konuşuyorsun ,1
3597,tatsızlık pislik olsun diyedaha başka var yavuzcum bahar tırnakları çıkarınca kedi modunu açarsın öyle ,0
3598,ulan günlük su ihtiyacını tükürdüğünü yalayarak karşılıyorsun hala neyin ego su be andaval ,1
3599,ohh be merhaba cl ,0
3600,yalaka öküz boynuzlarini kasabin biçağina surtermis ,1
3601,pis zinacı ,1
3602,danla bilic milletle dalga gece gece gecilcek hale gelmsin sok oldum he nasi şişmişin bir anda öyle ,1
3603,cerrahpaşaduruşu halkın hizmetindeki hastaneyi denize bakan lüks evlere dönüştürmemektir ,0
3604,hiçbir gözümüz yok rabbim karşımıza hayırlı insanları çıkarsın hkımızda hayırlı olanı versin yeter ,0
3605,keşke evlenmeden önce tanısaydım alexi psikolojisi bozuk yarak gezen var savuşturuyor kahramanım ,1
3606,hayırlı olur inşallah hdjdjdj ,0
3607,beynimi hissetmiyorum ben beyinsiz miyim ,0
3608,mardin sakatlar derneği başkanı sayın hasan anuk il müdürümüz sayın hüsnü bengin efetürk hayırlı olsun ziyaretinde bulund ,0
3609,dombili olan babasının çaldıklarını miğdesine hemde kumar makinelirine yediriyor sağdaki dürzü bulgarda kumar ,1
3610,sus lan andaval alagavat ,1
3611,ayyas berdus müslümanda olsa ,1
3612,yarın akşam yüksek sesle bilgisayar oynamaktan yediniz yine ,0
3613,tecrübelerinizle zaman bize yol gösterici olduğunuz desteğinizi hiçbir zaman esirgemediğiniz teşekkür ederiz ,0
3614,uzmanlikta degil embesil sivilde hicbir halta yaramadığı kapiş uzmanlikta işe yara ,1
3615,alınacaklar listemde keçi sütü hindistan cevizi yağı bilgisayar var pahalı lüks yaşamak benim işim ,0
3616,seni ben bozacağim daracik götün ilk benim güzel büyük yarağimin tadina bakacak ,1
3617,insanların hayırlısı ahlakı güzel olandır ,0
3618,bir çocugu dini kin sebebiyle babasindan ayrimak onu babadan mahrum etmek ancak alçak serefiz acimasiz ,1
3619,almanyada irkci hukumete vericem aq yasadigi koyden memnun olmayip dunya kulturunden bihaber angut ,1
3620,bir uçar güvercin şehirde ,0
3621,seni sevirem ,0
3622,öyle güzelsin kuş koysunlar yoluna ,0
3623,yemekteyiz sosyoloji psikoloji okuyan arkadaşlarıma programı önermeliyim tam üzerine tez yazmalık değil mi ,0
3624,ülke gerizeka dolu amk adam gelmiş kasaya rakı var soruyor he var amk konsomatris ister misin ,1
3625,ben şuan kendimden nefret ediyorum doğal olucam paspal oldum bence ,0
3626,sen mükemmel bir program detayısın ,0
3627,artık bir gerçeği söyleme vakti geldi orospu çocuğunu özlüyorum nefretim büyük ,1
3628,mal mısın orospu çocuğu ,1
3629,gündür tahlil diyet yapıyorum diyette besin tüketmemem gerekiyor besinlerin arasında çikolata var ,0
3630,kadar yalaka kadar fırıldak paçavra sadece ,1
3631,cüce olmadığını kanıtlamaya çalışmaları ,1
3632,gerizeka hatun ister partiden artık ,1
3633,çikolata yemekten asla vaz geçemem aşk bildiğin ,0
3634,eminim eserleriyle gurur duyuyorlardır ,0
3635,bi sonuna koyup laf sokma çabasını belli etmiş andaval yazık ,1
3636,gün önce ben yazdım herkes bilmiş tebrikler arada metro uluun samsunlu geçen metro aldığın ,0
3637,klibin devamı youtube kanalımızda ,0
3638,ufak mufak anlamam sikerim ,1
3639,pislik herif ,1
3640,lan gerizeka orospu çocuğu müzik kürt lere ait asıl çalan barbarlarsiniz yavsak orospu çocuklari ,1
3641,alesten almistim gecen baharda üzerine çikamazsam kendimi gerizeka ilan edicem ,0
3642,şişko ,1
3643,bir acı bıraktın bize be çocuk ,0
3644,tuğçe melis demir adem maç yapıyor sonuçta kaşı yarılıyordudağı patlıyor maça devam ediyor ,0
3645,gün içinde arabesk ruhlu çomarlardan serseri model keko kendini çapkın sanan zirzop sıkıldım ,1
3646,kafesteki kuşların şarkı söylediklerini biliyorum ,0
3647,erzurum gözümden düşmüştü sen kurtardın be abi helal olsun sana allah seni cnetine koysun inşallah ,0
3648,bunlar vakit çalar sadece değersiz embesil ,1
3649,halkarenası uğur dündar atatürk konuşuyor yatağımdan kalktım hazırolda dinliyorum ,0
3650,beyoğlu belediyesi geleneksel pilav günleri başladı ,0
3651,karım esra nasil tam bir orospu kaltak seks makinesi ,1
3652,geri zekalı beyinsiz cüce sanırsın vansh ın aşkından ölüyodu uyuz ,1
3653,azgın liseli sürtük ,1
3654,dünya iyiye doğruya güzele evrilecek bir gün insanlığın çocukları hayretle atalarımız hayvanları kur ,0
3655,ünlü oyuncu yıldır beraber olduğu sevgilisine evlenme teklifi etti ,0
3656,whatsapp dan söyleseymiş pezevenk ,1
3657,bugünlerin tek iyi yanı birlikte kadar büyük bir aile olduğumuzu görmemiz cerrahpaşaduruşu ,0
3658,senin ağzına sıçarım git burdann ,1
3659,gündür güzel şeyler duyuyorum ablamın kıskançlığı iyice artıyor tabiki mutluyum ,0
3660,dengemi kaybettim otururken düşüyodum kantinde bi kız bakıp kahkaha tı tamam gül kadar belli etme naza ,0
3661,plan yapıldığı halde saatlerce bekletiyolar boğazına sıçmak istiyorum hırtapoz ,1
3662,buna mizah demek bile ayıp bence alt metinde öfke kin pislik riyak rlık akiyor ,1
3663,lanet kaynana senin yüzünden hatice elenmez umarım ,1
3664,çeşit çikolata alıp lik diş ağrısı çekip yiyemeyen bir üstüne boğaz ağrısı çeken gün boyu mızmızlanan bir ben ,0
3665,amcık beni kudurtuyor üstüne atlamamak kendimi zor tutuyorum ,1
3666,valla ben mutlu olmaya çalışmıyorum denk gelirse mutlu oluyorum gelmezse inşlah maşallah hayırlısı şeklinde yaşıyorum ,0
3667,kadiniizle bence cok guzel basarili ,0
3668,hiçbir işim kolay olmadı zorlu oldu emek uğraş üzerine hesap yapmamı gerektirdi ,0
3669,sexi karısı var çıldırttı beni ekrana yapıştım resmen godoş la tanışmak isterim ,1
3670,ablam senin güzel canın sağolsun ben eskisi yemiom zati çikolata haftada bir iki ,0
3671,yaşıyon çogunlukta azınlığa bok diyon ,1
3672,fırtına kafama bir düşmediği mutluyum ,0
3673,özgürlükçü demokrasi gazetesi genel yayın yönetmeni yılmaz yıldız yazıişleri müdürü ishak yasul ar ay hapis ,0
3674,rabbi ölünceye kadar ibadet etmemizi ömrümüzün hayırlı amlerle sona ermesini nasip et cennetini ihsan eyle ,0
3675,pezevenk sınavdan almışsın hayatın dramını yaratıp süslü püslü cümleler kuruyorsun gören ölümcül hastalığa yakalandın sancak ,1
3676,karakter yaramış sdfgsgs başarılı bi gelişmeydi ,0
3677,tanıdığım bütün büşra gözde beyzalar zinacı kandil vakti küfür edemem ,1
3678,bölüm sonunda reşiti ölü istiyorum adamlar karnından yedi öldü kalbinden vuruldu hala taşıyo dürzü ,1
3679,kokuna sarılıp sarhoş olmak varken sensizliğin hüznüne sığınıp berduş oldum işte bana koyuyor ,0
3680,beyinsiz mal yurt disinda kanunlar kurallar var yasinda kizlar zorla evlendirilmiyor ,1
3681,adem tatlısın haklısın kral ,0
3682,yapmaya çalışıyorsunbari düzgün yap yazdım ,0
3683,miniklerden oluşan dev kadro ,0
3684,zampara nxlxmsşxlxzşzşş ,1
3685,annen mühendis baban doktor sen serseri olamazsın küçüğüm kasma ,1
3686,efsane olmuş tebrikler yılmaz hocam ,0
3687,hilal leon un yan yana birisi ölmeden hapisten kurtulduğu değil ,0
3688,sen önümde böyle domal ben ateşi yakarim ,1
3689,günaydın hayırlı cumalar mübarekler ,0
3690,flamingo katliamı yapmayın katil proje istemiyoruz ,0
3691,annem ben senin oy veririm git ders çalış sen diyo çıldırcam ,0
3692,bulaşık makinasını çalıştırdıktan sonra farkedilen bulaşık kadar can sıkıcı insanlar var tam mutlu olacan pislik yapıyorlar ,1
3693,giriştikleri pislik içinbir bahaneleri olurabd nin asil yüzü ,1
3694,bana övgüler yağdırın şiirler yazın egomu tatmin edin ezik olun bana kusursuz iat edin ,1
3695,real madrid bayern münih maçına oynamayan andaval var bunu cidden soruyorum ,1
3696,amına koduğumun yerinde selam verşp yazmayan amına çaktıklarım siktir gidin ,1
3697,alaka twitle attığın mentionun alaka amk çocuğu alaa ,1
3698,sinemada sabah gündüz seanslarından nefret ediyorum bücür dolu oluyor gelişine tokatlamak istiyorum ,1
3699,son virajda şampiyonluğu bırakmıyor ,0
3700,ebru hanım hakkaniyetli görüşleriniz teskürler ay evli kaldım karsı taraf kusurlu çocuk yok adın ,0
3701,ayyaş çıktı lan bunlar ,1
3702,biriniz curious dan şiir yardırıyor hadi hayırlısı ,0
3703,takımımıza aşığız başka kimseye kadar aşık olamayız ,0
3704,saçını başını yolalım ayyaş deli karının ,1
3705,güzel kızsın yarak twitlerin var ,1
3706,he he karılarınızın etekleri atında saklandınızkaçtınızda ibne ruhlularunutmayın yiğitte çoktur hainde çoktur ,1
3707,bir apaçi şarkı sözü der derler budur işte olay budur abv ,1
3708,bir dalyarak program falan sunduruyorlar çıkıp millete akıl veriyorlar tedx konuşmacısı olan gerzek olmayan görmedik zaten ,1
3709,dallama intihar videosu atmıştı zamanında dimi ,1
3710,gündür kadar mutluyum anlayaman ,0
3711,günahları boyunlarına admin senin şirret gelinden bahset biraz ,1
3712,namusunu kıskanmayana deyyus denir ,1
3713,aralar mutluyum hadi hayırlısı ,0
3714,yine alipalabıyık yine kaos pislik herif yapamıyosan gideceksin ,1
3715,gunduz vakti işe gitmek bombok olay ak ,0
3716,kız moralimi bozdu yaa fotomu önüme koyup şöyle dedi sen neyin artistliğini yapıyorsun trek ,1
3717,senin karinin amini parcalayim nikahli karini dolleyim serefiz dm at ,1
3718,angut bir adamsin ,1
3719,kardeşlerime hayırlı sabahlar ben yine bolu yolundayım şükür ,0
3720,senin beyinsiz adamı tutamadı durduramadı taktiğini sikerim ,1
3721,ananızın amına kadar reklam koysam anneciğinizin hoşuna gider mi yeter lahsız orospu çocukları yeter ,1
3722,saat sunum yaptım hoca yorum yapın diyor kız beğenmedim diyor senin varya şakak kemiğini söker götüne sokarım amk kezbanı ,1
3723,casey affleck okumuştum abi pislik herifler ,1
3724,henüz tracklistin albümün herhangi bir içerik bilgisinin sunulmadığını bilmiyor angut herif ,1
3725,amına koyduğum ,1
3726,gerizeka insanlara tahammül sıfır beyinsiz orospu çocuğu ,1
3727,kahveme yarrak çizdiniz orospu çocukları ,1
3728,sen lezbiyen miydin tribi bi erkek atıyor olamaz ,1
3729,maşallah sana delikanlı süpersin uğur abi ,0
3730,dayanamayıp yine kitap sipariş ettim ,0
3731,tam yalamalik azima boşal tatlim ,1
3732,kardeşim devre kesicin hayırlı olsun tl oldu ben kaptırdım elimdekini biliyodum hidecek neyse ,0
3733,halkarenası ülkeyi canla başla koruyacak olan yine atatürkçüler olacak ,0
3734,uyuduğumda bombok hissetiren rüyalar görmekten nefret ediyorum şehirden bir an önce gitmek istiyorum ,0
3735,istediğim zaman müzik yapma rahatlığına erişmek tam yıl aldı ,0
3736,plastik ruhlu barbie çakması peynirgiller sülalesinden çökelek tipli yloz seni ,1
3737,canımm benim doğum günün kutlu olsunyeni yaşın güzel yaşın olsun nice senelee ,0
3738,bücür uyumamış ,1
3739,kendisi denizlilili ruhu adanalı ,0
3740,siktir kaltak sen bi kendine bak ben normalmiyim sonra başkalarını eleştir ,1
3741,çöldeki kumlar seni zikreden kullar adedince bilerek bilmeyerek işlediğim gün hlara ,0
3742,at yalanı sikiyim inananı ,1
3743,şarkı söylerken kendini yerde buldu ,0
3744,kitap geliyor olarak anlıyorum abi ,0
3745,çen linç yiyip fenomen mi olçan çeen atmık kutusu seni ,1
3746,senin vereceğin bilginin içine çiçek ekeyim zalak herif ,1
3747,ohh senin karşına annenin içine girmek isterdm çekipp üstümüze boşal titreye titreye ,1
3748,odada yatma üşütürsünhödük düşünceli hödük ,1
3749,herşey yerli yerinde olmazsa doğa intikamini alir ,0
3750,kültür sanat ,0
3751,arabesk müzik dinleyen kızlar seviliyorsunuz ,0
3752,artık çakmakları çalmayacaksın demek mutluyum ,0
