,message,cyberbullying
5635,twitter kraliyet sarayıbu dangoz asil üyesihareketlere bak lan dsosyal medya uzmanı mısınızolum sen kimsin ,1
5636,layı hırsız kulampara alavereci dalavereci ,1
5637,senin gülen yüzüne kurban serseri kalbim ,0
5638,cansu tatlısın ,0
5639,iki yüzlüydü diğeri yüzsüz gül geçinip gittiler orosbu çocukları ,1
5640,müzik iyi bir sığınaktır ,0
5641,yüzdeyüzfutbol rıdvan dilmen başakşehir in yönetimsel başarısını milli eğitim koymak lazım dedi yalaka yavşak ,1
5642,arkadaşlar yaşıyoruz üzerinizdeki thrasher ürün orijinal değilse giymeyin artık amk yeter ,1
5643,sen tatlisin evlenelim skdkfk ,0
5644,böyle uslu ol işte domal seni sikmemi istediğini söyle ,1
5645,köprüsüz yaşanır filamingosuz izmir izmir olmazizmirkuşlaramezarolmasın ,0
5646,cerrahpaşaduruşu istanbul üniversitesine fatihin mirasına sahip çıkmaktır ,0
5647,büyük derin sessizlik içeren telefon görüşmeleri ahmet amcamın araması yeterli ,0
5648,nerden tanıdım seni pis gavat ,1
5649,diğer kadına acıyorum sana acımıyorum kimse üzülmiycek sadece sen üzüleceksin bunu ben yapıcam metres bozuntusu ahlaksız kaşar ,1
5650,musmutlu günaydınlar ,0
5651,ders çalışmak değil kitap okumak istiyorum hayat işte istediğimizi vermiyor ,0
5652,iki senedir karadenizde okuma isteğimi arttırma sebebimsin hadi hayırlısı ,0
5653,siktir lan tanımasam yicem ,1
5654,veled zinaya bak büyümüş bize laf sokuyor yavşak ,1
5655,cerrahpasadurusu yıl önce crahpaşa derslere başladığımız anfide bugün cerrahpaşamın başına geleceklere dur demek içi ,0
5656,ulan sıfatında meymenet yok zaten şirret bakanın eşeği ölürseni tutanmı var defol git musibet ,1
5657,ardından pek aile yakının teşvikiyle fransa nın yetkin eğitim kurumu ecole polytechnique in sınavına hiçbir ,0
5658,kadar çaresiz olmamıştı kelimeler ,0
5659,sate canımın sıkıldıgını anlayıp bi yerlere çağıran güzel insan üşenip gitmek istemeyen pislik ben ,0
5660,geceye bir adam adam bırakalım ,0
5661,şerefsizpezevenk insanlar sinirlendim birden acil yeni bir peygamber atanmalı ,1
5662,deyyus ekber ,1
5663,adam dönek davasına ihanet etti itin götüne sokar ,1
5664,hakikaten adam olmadan koca olan bir sürü dangalak var ,1
5665,fragmanda vedat tuzak diyr bagiriyodu mustafa adamsan serefsizligi bi yapmazsin agzina sicarim ,1
5666,programa yalaka safhasında geldik ,0
5667,mesaj atacak beklediğin insanın düğün davetiyesi göndermesi ,0
5668,embesil seni ,1
5669,yemekteyiz ay yeter bee bizi konusturun ,0
5670,jimin senin ben amerika havan eşliğinde götünü ısırırım ibne seni ,1
5671,bana gelen yollara gül sersem geri gelirmisin ,0
5672,yıllık memurlar kurumlarında bilgisayar klanmamışlar ,0
5673,gopta kafamı çevirsem andaval közcü tipleri görüyorum anasonlu nargile artık sizi bi salsın ,1
5674,yağmurlu bir günde cam kenarı kadar güzelsin ,0
5675,insanlarda vicdan kalmamis cocugu cope birakiyo kaltak ,1
5676,mutluluk bulaşıcı olabilir ,0
5677,evde düğün makyajıyla oturmayı severim ,0
5678,ulan gerizeka kız erkek arkadaşın tam bir yavşak anla şunu ,1
5679,gerçek adını adresini yazacaksın yoksa sifonu üstüne çekince ait olduğun yere pislik ,1
5680,yolun sagindan yuruyelim konulu sanat eserim ,0
5681,aman allahım güzel bir ,0
5682,ben geldim sayın amk ,1
5683,genellemene sıçarım denyo ,1
5684,kılıçdaroğluna yürüyüş demokrasi ödülünü nato ülkesimi vermişti ,0
5685,maça başlıyorsun ilk yarı oluyor yeniksin oyuncu değişilikliği yapmıyorsun senin amk ben kahpe çocuğu ,1
5686,zirzop fazla dikkat çekiyosunyapma ,1
5687,yalnız zirzop tam doğru tabir muz yemeler filan ,1
5688,beyoğlu nun gelenekselleşen pilav günleri ,0
5689,tudor defol git ülkeden şerefsiz chelsea den fenerden yana üzeri gol yememiştik adi herif defol git be ,1
5690,yarak emecek varmı ,1
5691,neyi savunuyor ammına koduğumun hırsızı ,1
5692,fox tv haber sipikeri fatih portakal geber teröristler allah rahmet eylesin dedi şerefız köpek ,1
5693,şevket çoruh evleniyor ,0
5694,gavat kocasının yanında siker amını götünü döllerm ,1
5695,kadar güzelsin tvde kanalları gezerken takılı kaldım yine ,0
5696,millet sevdiği dağları deliyo bende makyaj yaptıtım yapayım zirvedeyim ,0
5697,yarın balo var böbreğim karşılığında makyaj malzemeleri aldım hayata bi gelirsem patates olmak istiyorum ,0
5698,irkçı pislikler ,1
5699,akıllı telefon gelişmiş bilgisayar klanma ,0
5700,şerler hayra çevrilir ,0
5701,helal olsun armanıza bole pislik bulaştirmayin bulastiranlara dik durun ,1
5702,elif ağzının ortasına kürekle vurmak istiyorum seni pislik şırfıntı ,1
5703,bir kitap çekilişinin sonuna geldik şimdi çekiliş takip edip gidenlere hoşçakalın diyorum kalanlarla delirmeye devam ,0
5704,ulan bombok dizilere dünya zamanpara harcayıp uzattıkça uzatıyorsunuz ,1
5705,saatlik reklam koymuşlar avengersa yti ulan skip yapamıyor sinema görevlisi ,0
5706,ablama döl fışkırdı ,1
5707,büyük maça korkak korkak kadro çıkarıyorsun onuda geçtim değişiklikleri yapamıyorsun iki kanadına göbek oy ,1
5708,mayıncı peçetesiz yamalı bohça telekız ,1
5709,senin beyninin içi bok tutmuş şerefsiz dangoz ,1
5710,hadi hayırlısı bakalım olacak demeyin birlikte iyi olur inşallah deyin ,0
5711,fizik muayene kapıdan girer girmez başlar der büyük hocalarımız boy boy dizdiğiniz özel hastaneler var önce cüzdanlar ,0
5712,tam ders çalışıcam diyorum kendimi elimde telefon twit okurken buluyorum ,0
5713,asagilik onursuz kimse hale dusmemeli ,1
5714,aşifte arasına giren milli olmamış genc hatunlar saldırıyorlar gence türk porno istemezki orada olmak ,1
5715,sevişmeyi seven kadın orospu değildir ,0
5716,bir önüne gelene oruspu çocuğu diyip duruyor andaval ,1
5717,yakıyon bücür ,1
5718,ibne gittiği deplasmanda kız düşüyordur kesin ,1
5719,yaptığım kase pudingi kimselere bırakmadan yedim mutluyum ,0
5720,can kadar ibine değilim rt liyom yüzden ,1
5721,aşağılık aşifte ,1
5722,yine tatlısın prenses ,0
5723,tarihi birikimiyle çağdaş yarınları kuran izmir büyükşehir belediyesi nin yılı kutlu olsun ,0
5724,ben kadar insan gordum kadar insanla konusup tanisdim sen girdugum bos luzumsuz gerzek adamsın ,1
5725,diyarbakir vay orospu çocuklari vaay leş yarali ele geçirildi ,1
5726,yalaka babasina sarilmamistir kadar yalama kimi temsilen orada ,1
5727,namusuyla gürültü yapmadan çalışan bir bilgisayar istiyorum artık ,0
5728,telefon numarasını ver tırrek ,1
5729,ben güç severim ,0
5730,yalaka insanlar öğlkk ,1
5731,kız kardeşimin mezuniyeti var odayı öyle bi bırakmış gitmeden önce savaş olmuş odada benim masam kendi masası ,0
5732,güzel olan şeyden güzelsin ,0
5733,tam yalamalik amcik kılsız daracık ,1
5734,mutluyum aq ,0
5735,dünyada halen çocuklar ölüyorken çocuk hakları kutlu olsun demeyeceğimçocuklar ölmesin ,0
5736,şırfıntı şıllık olmayın ,1
5737,lan sen bittin yavşak resimleri tı şerefsiz bide utanmadan iftira atıyor ,1
5738,spam atam bi büyüklerine laf yetiştirmesin atmık ,1
5739,kadın ağlayarak yolda kedisini arıyor naapsın bacım kedi bahar gelmiş kızışmış dışarı çıkıp çiftleşecek apsın ,1
5740,gaziantep kitap fuarında imza muhabbet güzeldi bir günümüzden geriye fotoğraf hatıra kaldı ,0
5741,bunlardan ziyade patronları yandaşyalaka kemikçi takımından isebu fig ,1
5742,aa ben bugün mavili beyefendiyi farketmedimunutmuşum bile orada oturduğunu ,0
5743,ananı siktik mi tinerci yosma ,1
5744,alanında uzman birbirinden değerli katılımcılarla sinema üzerine ,0
5745,türkiye nin ilk kadın yangın söndürme pilotu ormanları koruyan ateş kartalı ,0
5746,geri zekalı beyinsiz cüce sanırsın vansh ın aşkından ölüyodu uyuz ,1
5747,alihan ın gülümseyerek bakan ifadesi der yasakelma kaybetmekorkusu ,0
5748,bakıyorsun dallama ,1
5749,değiştireni vardır değiştirmeyeni herkes senin cibiliyetsiz değil ,1
5750,hafta zirvede olan ademden sayi alinca destekledikleri kişi götü başi dağitiyorlar bir gün boyunca zirvede olsa ,1
5751,hakedeni hayatıma sokarım haketmeyenin hayatına sokarım ,1
5752,yav çeşmenden çikolata aktırcam senin oda ,0
5753,gerger imam hatip lisesi nde yıl boyunca erkek çocuğa tecavüz edilmiş ,0
5754,durduk yere atatürk sevgisi boşuna değil emperyalizme gercek anlamda karşı duran atatürkçülerdir ,0
5755,oyunu kurallarına göre oynasaydım söylediklerini yapsaydım iyi bir hayatım olurdu bakan olurdum ,0
5756,tuğçe sen domal ben seni zevk öldürurum yavrum ,1
5757,sen milletin kabul olmuş duasısın reis ,0
5758,tiviti silmissin hain oğlu hain yavşak senin sendikanında amk akit ,1
5759,off sikisgen bı kariydi ,1
5760,kalan ömrümüzü geçen ömrümüzden hayırlı eyle ,0
5761,inanamıyorum cidden kazandık ,0
5762,kuşların dili olalım şahsen güzelliğe kastedenlerden davacıyım türlü desteği veririm ,0
5763,rusya savunma bakanlığı türkiye nusra cephesi nin itlafı konusunda anlaştıklarını duyurdu ,0
5764,sahnede zaman muhteşem bir şekilde parladığın teşekkürler jang dongo doğum günün kutlu olsun seviyorum ,0
5765,çaylak yalaka vıcık fanlar ara türedi stalk yaparken gözlerim kanadı kalpatışı ,1
5766,şimdi ders çalışmaya çalışacağım inşallah çalışırım ,0
5767,katil otoban projesi istemiyoruz ,0
5768,dünyadaki bütün güzel şarkılar sanırım bangtanın dinleyecek harika şarkıların soyunu tükettiniz beyler şarkı önerin ,0
5769,helal olsun başakşehir tebrikler bizim gerizeka tudor acayip kadro sürsün amk ,1
5770,fotoğraflarda şişko çıkıyorum zannediyordum meğersem şişko ,0
5771,bir icloud aq abshsgsvsgvsv adam pornocu cıktı absbsb ,1
5772,konsomatris misin cebinde tl olan adam arıyon sorarlar ,1
5773,simdi turkce odevi yapiyo soruda diyo mideniz size mektup yazsa yazardi yazmis kisevgili furkan dengeli ,0
5774,zirzop hala boş konuşuyor ,1
5775,adem onlar kadar şanslılarsa atışlarda kadar şansızız olmayınca olmuyor abi ,0
5776,seninlafinlaitlerhavlamak sen boş yerehavliyosunsenkimreiskimbizonuniçin can veririzbunu sakın unutma pislik ,1
5777,kadar kelimeyi telefon kaydederken kabul etti aq heckledin mi doru sole ,1
5778,trabzonspor galibiyete taşıyan yilmazburak haftanın oyuncusu seçildi tebrikler ,0
5779,azıcık aklın vardı onu kafana vurduğun bardakla kaybettneyine güvendin aday oldunzirzop ,1
5780,hala sorun tudor diyor beyinsiz ,1
5781,moral bozukluğuna iyi gelecek bir şarkı istiyorum sizden ,0
5782,yaa yerimki cikolata gondercem ben mnosuma ,0
5783,gerizeka embesil sen olmazsa olur davranırsan tabi yalnız kalırsın hakediyon ,1
5784,kudurun amk yamyam orospu cocukları sizi ,1
5785,bence makyaj malzemelerini yiyin birazda içiniz güzelleşsin ,0
5786,seni kırmızıya batırır öyle sikerim amk dombalağı ,1
5787,izini süreceğim sorular ,0
5788,beyin yokki onu yapsın pis cüce ,1
5789,bana oldu bütün laflar ds ,0
5790,in iyi kötü dizüstü bilgisayar üreticileri belli oldu ,0
5791,rezil kepaze defol git başimdan ,1
5792,danla bilic olmamış başka konuk çağırsan iyidi ,0
5793,çeyrek altın tl olmuş lütfen bütçemizi sarsmayacak aralıklarla evlenin biraz tanıyın birbirinizi ,0
5794,kadar şaşırtmıyosunuz sonunda aynı tınıyla ben bunu içten içe biliyodum zaten diyorum teşekkürler tebrikler ,0
5795,gazi meclisimiz türkiye büyük millet meclisi başkanlığına yeniden seçilen sn ismail kahraman tebrik ediyorum ,0
5796,sabah ilkbahar öğlen yaz öğleden sonra sonbahar akşam kış mevsimine hoşgeldiniz ,0
5797,inanmasaydınız amk çocukları deseydin keşke hani zaten inanmadık oradaki millet inandı suçlu onlar bence ,1
5798,sen kötulerine layiksin geber ,1
5799,müneccim değilim kimin hkında düşündüysek yanılmadık şükür ,0
5800,yg yıkıl karşımdan dangalak herif ,1
5801,işte senin bir şarkı yapma nolursun akustikhane dolu kadehi ters tut ,0
5802,güzelsin army ,0
5803,görüntüler buna benzer görüntüler adına ,0
5804,ders çalışmam lazım başım çatlıyor güzel ,0
5805,götünüde sikmişlerdir bi bak bakalım dağılmış kevaşe ,1
5806,hırsınızda kibirinizde yalan dolanlarınızda aşağılık oyunlarınızda boğulursunuz umarım ,1
5807,sensiz olmaz sensiz olmaz ,0
5808,merhaba sibel ,0
5809,merve yav şuamını bugün bana ayırammına koyduğum hkım var ,1
5810,getirin lan mendili soğanı göz damlasıda olur hırtapoz ağlayacak ,1
5811,sehun kadar tatlısın seni izleken ekranı ısırmamak zor duruyorum ,0
5812,merhaba diyor merhaba diyorum kadar diyorne yapim meşale mi yakim davul zurnayla karşılıyim şimdi napim ,0
5813,sen sabahlar şafaklar kadar güzelsin ,0
5814,alkol kullanmıyom sigara klanmıyom aynn krdş ben eziğim sen süpersin ağğ ,0
5815,yıl doğum gününde dileyeceksin bir tanesini gerçekleştireceğim ,0
5816,zamaan ler duaya sahnenin yaşanmasını bende istiyorum he birde unutmadan herkes hazır ,0
5817,ananem ben küçükken sabah kalkınca hemen yüzünü yıka şeytan işer diyordu şeytan kardeş umarım böyle bir pislik iğre ,0
5818,duygularınızı söylemekten çekinmeyin orospu çocukluğu yapıp canımı sıkmayın ,1
5819,telefon elimde annemden azar yiyorum artık yeter billboard tagı açıklada rahatlayalım ,0
5820,sen hala konuşuyo musun kevaşe dm atsana sen bana bi anasini siktigi ,1
5821,bir gün mizah adı altında türlü saçmalıklar paylaşarak ülkenin ırzına geçen instagramerlar yüzünden kanser olucam ,0
5822,ay kız baya ünlü bi pornocu sanırım baya tecrübeli ,1
5823,sabaha kadar kuzenimin aşifte kedisinden tırmık yemekten uyuyamadım ders bitse ayaklarımı uzatıp moda bi kahve içerken uyuyakalsam ,0
5824,şimdi telefonumu şarja takıp kitap okumayı denicem kadar süre dayanabilicem eskiden yapabiliyodum bunu ,0
5825,sana paçoz demek gelio içimden sflsjdkajdjs ,1
5826,sende yavşak değilsin terör sevici şarlatan yaptılarsa katını haketmişindir ,1
5827,aliexpress kurucusu jack ma nın başarılı olmak mücadeleyle ilgili ilham verici konuşması ,0
5828,yalnız gülsevim in herşeyi yiyen herşeyi yapabilen çocuklarını merak ettim hani nemizin babamızın ,0
5829,bazen survivorı izlemeyi bırak boşu boşuna kendini ozuyorsunama adem katlaniyorum survivor ,0
5830,şeye vaktimiz var kin vakti verene vaktimiz yok kin vakti verene vaktimiz yok acı ,0
5831,hırtapoz yaşlandıkça bunadı ,1
5832,haklısın ahmet sen düz orospu çocuğusun ,1
5833,piliç piliçtir birde dana eti vardir ,0
5834,yobaz demek gelir yaratıklara ,1
5835,merhaba aşifte hanım ,1
5836,seni bücür seni ahahahah ,1
5837,arkadaş izmirlilere sordunuz gideceğimiz yere saat geç gidelim yeter şehrimiz ölmesin ,0
5838,kariyi cayir catir sikip yaragi bogazi kadar sokarım ,1
5839,hadi herkes sevdiği bi şarkı sözünü yazıp roarforchange etiketini kullansın ,0
5840,asfalt ağladı be ,0
5841,allah aşığı insancıl aşifte klandığın cumlelere dikkat et yoksa senin hkında yasal süreç basl ,1
5842,harezm eğitim modelimiz türkiye birincisi oldu hayırlı olmasını diliyorum ,0
5843,karının götte aşure kazanı maşlah ,1
5844,bir kıza sizinle kahve içemek isterim mi bi menşın attım ben nişanlıyım mahkemede görüşürüz demişti ,0
5845,lider çıksan olur galatasaray kadar avrupada başarılı olmayınca ,0
5846,sen kedine acı lavuk ,1
5847,düşsende amatörevursanda dibe galatasaray terkeden kahpe ,1
5848,ananın amı hacamat yamyam derisini yüzmüş kızın ,1
5849,bahanedir başarılar rağmen cümleleriyle başlar ,0
5850,kendi kurduğum dünyada mutluyum ,0
5851,lan saçma yazı gerzek ,1
5852,hanim abla cast ajansi puan vermiyor yalaka yapmaya gerek yok bosuna yorma kendini bademciklerine yazik ,0
5853,soytarı bunu görse kendi soytarı utanır ,1
5854,ben kilo veriyorum ablam kilo alıyo dünya tersine döndü mutluyum ,0
5855,kültürlü görünecem sikik sokuk konuşmayın aq kime göre neye göre vasat bi kere beğenmiyosan siktir git izleme ,1
5856,güzel insandın ara böyle salak oldun ,1
5857,danla bilic bana yemeği çağrıştırıyo fgvkşlfkşldkş lds ,0
5858,vedat senin beynini sikerim kevaşe ,1
5859,inanamıyorum şuan tam olarak yanımdan geçen yaşlarındaki adamın telefon müziği save me kendimi sormamak zor ,0
5860,çağla ebeni sikim gel artık ,1
5861,günaydın hayırlı sabahlar ,0
5862,hayırlısı olsun diyeyim bir ,0
5863,öğreti üyesi mutlugün üstün başarılı genç bilim insanı ödülü aldı ,0
5864,yavşak dönek hepiniz topaç dönüyorsunuz bir yana bir yana ,1
5865,takma kafana sn zındık geçeer ,1
5866,abd nin onayı olmadan iki sokak ötesindeki döviz hesabına dolar para yollayamazsın abd yapabilir diyor hala embesil ,1
5867,analar kutsaldır orospu çocuğu ,1
5868,evet tatlısın benim tatlıya alerjim var ,0
5869,hepiniz ben amk çocukları lider takımsınız ulan satılmış pezolar allah hepinizin belasını versin kahro ,1
5870,siktir lan orosbu çocukları ,1
5871,kürsüye kafa atar gerzek ,1
5872,burdayim tatlim seni gercek bi kevase yapmaya geldimm ,1
5873,yanında cüce kalırım sana aşkım devdir ,0
5874,tam evlenilecek kızım damalafat kocaman ,1
5875,hayırlı günleriniz olur inşallah ,0
5876,fizik seninse istediğini veririm sana yeterki böylesi domal bana ,1
5877,senin suçun baba olcağına gavat olmuşsun ,1
5878,açık net bir diycem hayatımda kadar saçma sikik bir düşünceye ait insan varsa siktir olup gitsin ,1
5879,işi gücü bırakıp ellerimi çeneme koyup atlerce seni izleyebilirim güzelsin ,0
5880,hanim gun mahallede kadar hayvan varsa etrafina toplayip onlari doyuruyor kedi kopek karga sisko ,1
5881,herkes takacagi takisini alsin suslensin dugunumuz var bizim bugün düğün ,0
5882,herkesee iyi geceler kız paçoz sana karabasan gelsin ,1
5883,bundan sonra senin adın amına koyduğum kazması olsun httpstcod ug rgbkg ,1
5884,elin felç olsun gece huzurlu uyuyama yavşak ibne ,1
5885,sen ülkemin yaz geceleri gibisin ,0
5886,etrafım andaval dolu ,1
5887,çikolata yokluğundan asla yemem helvayı yiyorum mutluyum ,0
5888,orospu evladı bekleneni veremeyen adamı çıkartırsın zaman sen cesit bi kahpe cocuguymussun ,1
5889,bağzıigg kızlar asifte ,1
5890,gusülü filan almayın pis ağzınıza cenabet köpekler ,1
5891,sigara almaya bakkala gtim çikolata aldım sigara almadım ,0
5892,müteahhit osman enderi paracıkları kaybetmekorkusu kolay değil kadının adı para ,0
5893,psikiyatriste gerçek hastalar gitmez gerçek hastaların hasta ettikleri kişiler gider demişti ,0
5894,sen kahpe bizansın mahsun güzeli prenses elenora ydın bense kara muratın tokat manyağı yaptğı kimsenin sikinde olma ,0
5895,harika düğün fotoğrafları ipucu ,0
5896,kimseden korkumuz yok ,0
5897,directionerların yüz karası embesil ,1
5898,şakacı zilli ,1
5899,çocuksu gülüşleriniz solmasın hiçsiz gülümseyin aydınlans ,0
5900,ayar etti amk hasta yakını karı dik dik bakıyor saçma sapan stajyer arkadaşa laf ediyor sen yardım etmiyorsun ,1
5901,bozuk tipli var sizde ,1
5902,yalaka bişeysin sen ,1
5903,hayat kısa kitap fuarı yaklaşıyor ,0
5904,hayırlı akşamlar ,0
5905,benimsin kara toprağın barzo seviyodur ,1
5906,bi kere iş yerine makyaj yapıp gittim müdür tanımadı ,0
5907,vallahi sana kızgın olan kahpe olsun sıkıntımız tudorla ,1
5908,sese bak aq cm heralde senin bülük ,1
5909,yıllar önceyle ylar sonra değişti birşeyler iyiye güzele sevgi anlayış aklıselimle ulaşmak hayaliyle ,0
5910,ahmak olmasaydı insan zaferler dostça kazanılırdı ,0
5911,aldım bro mutluyum ,0
5912,mesela onu özlüyorum değil beni eksik bıraktı diyorsun ,1
5913,hahahaha lol örneği düzgünmüş benim türkçeme takmış ben türkçeden ful yaptım gerizeka ,1
5914,tahirin takım elbiseyle düğün salonuna girdiğini gördüğümüzdeki halimiz snsjsnsnsn ,0
5915,şuan ezanı muhammediye okunuyor istanbulda ,0
5916,cevap versen bi türlü vermesen bi türlü cevap verdin gördük nolduğunu ortalık gerçekten şerefsiz pislik ,1
5917,maç bitti şimdi oyuncu değişikliği yapabilirsin gerizeka tudor ,1
5918,sende yavşak değilsinde hadi neysee ,1
5919,napıyosun aptal piç kurusu ,1
5920,sesini çıkartma yarrağımın tadını çıkartacaksın fahişe ,1
5921,paraysa para ,0
5922,musleraya laf söyleyenin ağzına siçarim defol gitsin kahpe evladı tudor piçi ,1
5923,danada pilic olmazki hahahahahahahahahahah ,0
5924,kar yağdığından içimde inanılmaz bir mutluluk var soğuktan herbiryerim dondu mutluyum ,0
5925,senarist senin ebeni kahrettin lan bii ,1
5926,sikik tipler var laftan anlamaz işi gücü artislik illa kavga edeceksin amk dangalak ,1
5927,iş deneyiminde gözlemlediğim iki yüzlüyalaka insan sayısı arttı işimle alakalı öğrendiklerim ,1
5928,flamingoların dünya nüfusunun izmir yaşıyor saat uzayan yoldan memnunuz ,0
5929,allah ın sonsuz rahmeti üzerinize olsun gününüz selametle geçsin sabahınız hayırlı gününüz bereketli ,0
5930,atakan herkes sizin para karsiligi malafat yalamaz koçum benim ,1
5931,gonullu takimindan nefret edenler fav survivor ,0
5932,yengem düğün var ,0
5933,serefsizler anca kahpe özelden tehdit savururhalbuki bilmezler bizim allah tan başka ko ,1
5934,yavsak pezevenk ,1
5935,ideolojik olsa duramazdın fizyolojiktir cerrahpaşaduruşu ,0
5936,tatlısın sevmeye doyulmazsın dinlendirmek isterdim ,0
5937,sevdiğiniz müzik ,0
5938,uzaktan ahkam kesmek kolay mi seni vatan haini yuzlu pezevenk ,1
5939,bir gözlük takmış prof olan dallama bir boka benzeme çabası ,1
5940,önde olan takımın hocası durmuyor oyuncu değiştiriyor bizim kahpe ayak ayak üstüne atıp izliyor ,1
5941,evet hala münafık zalimi teşhis edemeyenler var yainsanın aklı almıyor ,1
5942,birileri cami duvarına işedi yalaka vekil olsa baltayı taşa vurdu ,1
5943,kazanınca on numarasınız kaybedince şanssızlık ,0
5944,arkadaş yarak resmi paylaşıyorum ,1
5945,kahpe tudor çift forvet senin neyine beyinsiz şerefsiz tudor ,1
5946,dayan be umudum ,0
5947,ablanın söylediydi adı yemekteyiz olsa bir karakter yarışması ,0
5948,gerçekten sadece kadar senin fazla makyaj malzemen var sanıyordum ,0
5949,sen aşkların güzelisin ikinci yılımız kutlu olsun ,0
5950,masturbasyon yap gecer ,1
5951,ayy mutluyum huu uğursuzluk çökecek geliyo tövbe tövbe ,0
5952,bana gönüllüler gerçek gelmiyor sorular önceden verilmiş millet çabalar onlar haksız zafer kutlar ,0
5953,tam bir fahişe hemde azgın olanı ,1
5954,bugün nejat yavaşoğullarını gördmimarlarlar odasından çıkıyorduaklıma geldi an ,0
5955,güzelsin sen ,0
5956,kılıçdaroğlu bizi avrupa amerikaya şikayet ediyormusirak suriyeyide birzmnlar şikayet etti ,0
5957,yalayın yalayın amk ,1
5958,enflasyon dolar oldu düşünüyorsun ,0
5959,piç visca basketbol oynuyor faul gösteriyor yerlere atıyor kendini latonun ittirmesi fernandonun pozisyonu aynı pislik ,1
5960,mevsimlere aşık olunacaksa ilkbahar olmalıdır ,0
5961,hocaların duruşu hastaların duruşu esnafın duruşu öğrencilerin duruşu cerrahpaşaduruşu ,0
5962,görgüsüz yediğiniz içtiğiniz şeyi hikaye atmaktan vazgeçin aptal mısınız amk ,1
5963,süpersin nazcim ,0
5964,nazik zarif canercim tabi tabi adam yiyecekti nerdeyse enderi başına bela aldı ender bi yerde haketti ,0
5965,polis gün sonunda bize sarılıyorsa minicik yürekler gelip abla burada doğduk olur taşımasınlar diyorsa güzeldir hayat ,0
5966,hocam bak allaşkına bak yazmış gerizeka bak dur açıyorum okutucam gözlüğü almadım yanıma ,1
5967,şüphesiz benim namazım diğer ibadetlerim yaşamam ölümüm lemler rabbi içindir ,0
5968,eskiden ilkbahar falan oluyordu artık direk kıştan yaza geçiyoruz gün kalıcı parfümü liraya alanlar yüzünden ekosistem bozuldu amk ,1
5969,tbmm genel kurulunda dönem devre meclis başkanlığı seçimlerinde sayın ismail kahraman yeniden meclis başknı seçildi ,0
5970,bir olmaz sevinsin garip abaza belliki ,1
5971,sikik sokuk konuşma lan ,1
5972,masada fatih terim isminin olmaması garip değil mi ,0
5973,takımdan bi cacik olmaz basaksehir sampiyon olur fenerbahce lanet aziz olduğu sürece asla olama ,1
5974,dünya halklarının dünya savaşında nazileri yardakçılarını ezip yok ettiği sovyet halklarına büyük bir borcu var ,0
5975,güzeller güzeli mütevazi meleğimiz bir hayranıyla ,0
5976,çocukların duaları samımı mesela bizim binanın ufaklıkları onlara çikolata aldığım bana dua ediyorlar yerim ,0
5977,sahne güzel sen güzelsin ,0
5978,sabahın una ders koyarsanız tabi sersem olurum ,0
5979,mit mezunu deli paralar kazanan bilgisayar mühendisi kıyafeti ,0
5980,görünüşte herkes insandır gerçek insan hal ehli olandır ,0
5981,siktir git sabah sabah ,1
5982,selam aleyk sabahımız hayr dünya hiretimiz rızkımız hel bereketli limiz ihl slı olsun inş all ,0
5983,sevimsiz pezevenk ,1
5984,ayayatayaty mutluyum okula gitmedim ,0
5985,maç bitsin çıkacak ortaya yine tebrikler karakartal cılar ,0
5986,apartman temizleyen bayana kolay gelsin diyorum defasinda sakiz patlatip suratima bakiyo mal ben ,0
5987,man kamyonu kullandığı geniş oluyor dürzü ,1
5988,kuş kadar beyniyle laf soktuğunu sandı fahişe ,1
5989,gediz deltası izmir kadar kalabalık bir metropolle iç içe yaşayan dünyadaki tek delta sistemi bir kent büyük ,0
5990,etrafı beyaz çikolata kaplı muz fındık karamelden oluşan ,0
5991,burdan birine seni sormuştum senin dönek olduğunu söylemişti bundan yalnızca hafta sonra kendi yüzü ortaya çık ,1
5992,bire zındık bire gafil oldu döndün kadar ,1
5993,zorunamı gitti angut ,1
5994,ben sesini duyamıyorum yüzünü unuttum yanındaki kevaşe saçlarına dokunuyo ,1
5995,bende senin ananı sikerim ,1
5996,ruhu dansöz olana yer pavyon ,1
5997,tatsızlık pislik olsun diyedaha başka var yavuzcum bahar tırnakları çıkarınca kedi modunu açarsın öyle ,0
5998,senin yosma alicagina gider bir ingiliz almak mantikli ,1
5999,abv pislik küçücük beynini anca bunlara yorabilirsin ,1
6000,çirkin bir güruhmuş sunuz arkadaş hergün ayrı bi çirkef saygısız çıkıyor beşiktaşı düşünmek sana kaldı ,1
6001,vay abaza vayy ,1
6002,çocuklara bugün bunu aşılayan zihniyet yarın çocuklar konsomatris metres vb olup adeta çırıl çıplak vaziyet ,1
6003,tarihi mekanda manuş baba konseri ,0
6004,gece sopelandık şükür ,0
6005,hayırlı akşamlar saygılar ,0
6006,adi şerefiz sahip olamıyorsun alma evine bakıyorum geçinme be vicdansız ,1
6007,hadi len ordan pislik herif ,1
6008,saf duygularımı kalbine güzel sözlerimi beynine sana aşık olan be ,0
6009,kardeşime gün kingtanın fotoğraflarını gösteriyorum çocuk büyüyünce anti olacak olun böyle yapmayın kamu ,0
6010,eleştirme hakkınız yok sadece katılabilirsiniz katılmayabilirsiniz ,0
6011,kadar edep dışı hareketler yazik cocugun ana babasına ,1
